Brand,Product Type,Category,Shade Name,ProductURL
The GelBottle Inc.,BIAB,Sheer,Baby BIAB Mini,https://thegelbottle.com/colours/baby-biab-mini/
The GelBottle Inc.,BIAB,Sheer,18 BIAB Mini,https://thegelbottle.com/colours/18-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Choux HEMA-Free,https://thegelbottle.com/shop/choux-hema-free-biab/
The GelBottle Inc.,BIAB,Standard,Sorbet,https://thegelbottle.com/more/sorbet-biab/
The GelBottle Inc.,BIAB,Milky,Au Lait HEMA-Free,https://thegelbottle.com/shop-all/au-lait-hema-free-biab/
The GelBottle Inc.,BIAB,Standard,Lollipop,https://thegelbottle.com/more/lollipop-biab/
The GelBottle Inc.,BIAB,Standard,Hunny BIAB Mini,https://thegelbottle.com/shop/biab/hunny-biab-mini/
The GelBottle Inc.,BIAB,Standard,Slushy,https://thegelbottle.com/more/slushy-biab/
The GelBottle Inc.,BIAB,Sheer,Ballet HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/ballet-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Milky,Meringue HEMA-Free,https://thegelbottle.com/shop/meringue-hema-free-biab/
The GelBottle Inc.,BIAB,Shimmery,Juliet BIAB Mini,https://thegelbottle.com/colours/juliet-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Jolie HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/jolie-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Standard,Toffee BIAB Mini,https://thegelbottle.com/colours/toffee-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Cutie BIAB Mini,https://thegelbottle.com/shop/biab/cutie-biab-mini/
The GelBottle Inc.,BIAB,Standard,Baked BIAB Mini,https://thegelbottle.com/colours/baked-biab-mini/
The GelBottle Inc.,BIAB,Standard,Cupcake BIAB Mini,https://thegelbottle.com/colours/cupcake-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Merci HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/merci-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Standard,Minty,https://thegelbottle.com/more/minty-biab/
The GelBottle Inc.,BIAB,Sheer,Choux HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/choux-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Milky,White BIAB Mini,https://thegelbottle.com/colours/white-biab-mini/
The GelBottle Inc.,BIAB,Sheer,17 BIAB Mini,https://thegelbottle.com/colours/17-biab-mini/
The GelBottle Inc.,BIAB,Standard,Ambitious,https://thegelbottle.com/colours/ambitious-biab/
The GelBottle Inc.,BIAB,Standard,Chai BIAB Mini,https://thegelbottle.com/colours/chai-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Bella BIAB Mini,https://thegelbottle.com/shop/biab/bella-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Fleur HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/fleur-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Bonbon HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/bonbon-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Glitter,Queen BIAB Mini,https://thegelbottle.com/shop/biab/queen-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Charm BIAB Mini,https://thegelbottle.com/shop/biab/charm-biab-mini/
The GelBottle Inc.,BIAB,Shimmery,Mistletoe BIAB Mini,https://thegelbottle.com/shop-all/minis/mistletoe-biab-mini/
The GelBottle Inc.,BIAB,Shimmery,Angel BIAB Mini,https://thegelbottle.com/shop/biab/angel-biab-mini/
The GelBottle Inc.,BIAB,Milky,Meringue HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/meringue-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Standard,Tulle HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/tulle-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Milky,Au Lait HEMA-Free BIAB Mini,https://thegelbottle.com/shop/biab/au-lait-hema-free-biab-mini/
The GelBottle Inc.,BIAB,Shimmery,Enchanting,https://thegelbottle.com/colours/enchanting-biab/
The GelBottle Inc.,BIAB,Standard,Passionate,https://thegelbottle.com/colours/passionate-biab/
The GelBottle Inc.,BIAB,Standard,NU03 All-In-One,https://thegelbottle.com/biabtm-20ml/nu03-all-in-one-biab/
The GelBottle Inc.,BIAB,Sheer,Cloud,https://thegelbottle.com/shop-all/cloud-biab/
The GelBottle Inc.,BIAB,Standard,NU02 All-In-One,https://thegelbottle.com/biabtm-20ml/nu02-all-in-one-biab/
The GelBottle Inc.,BIAB,Milky,Milky BIAB Mini,https://thegelbottle.com/colours/milky-biab-mini/
The GelBottle Inc.,BIAB,Shimmery,Wonderland BIAB Mini,https://thegelbottle.com/shop-all/minis/wonderland-biab-mini/
The GelBottle Inc.,BIAB,Shimmery,Snow Angel BIAB Mini,https://thegelbottle.com/shop-all/minis/snow-angel-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Soft,https://thegelbottle.com/shop-all/soft-biab/
The GelBottle Inc.,BIAB,Standard,Fancy BIAB -,https://thegelbottle.com/more/fancy-biab/
The GelBottle Inc.,BIAB,Sheer,Kiss,https://thegelbottle.com/shop-all/kiss-biab/
The GelBottle Inc.,BIAB,Sheer,Clear BIAB Mini,https://thegelbottle.com/colours/clear-biab-mini/
The GelBottle Inc.,BIAB,Shimmery,Sugar Rush BIAB Mini,https://thegelbottle.com/shop-all/minis/sugar-rush-biab-mini/
The GelBottle Inc.,BIAB,Shimmery,Tinsel Town BIAB Mini,https://thegelbottle.com/shop-all/minis/tinsel-town-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Grace BIAB - OLD,https://thegelbottle.com/shop-all/grace-biab/
The GelBottle Inc.,BIAB,Shimmery,Oh Deer BIAB Mini,https://thegelbottle.com/shop-all/minis/oh-deer-biab-mini/
The GelBottle Inc.,BIAB,Sheer,Cloud BIAB.,https://thegelbottle.com/biab-20ml/cloud-biab/
