Brand,Product Type,Collection,Category,Shade Name,ApproxHex,ProductURL,SwatchURL
The GelBottle Inc.,GelColor,Autumn Edit,Standard,Getaway Mini,#43251F,https://thegelbottle.com/autumn-edit/getaway-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2220/images/387867/b7e96b673b18c75290f0a00114135fd9be9e855d_01_25021_EC_POP_GETAWAY_7544_FINAL_1500x1500crop_72dpi__95292.1758287770.220.290.jpg?c=1
The GelBottle Inc.,GelColor,Autumn Edit,Standard,Classified Mini,#552032,https://thegelbottle.com/autumn-edit/classified-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2225/images/387906/449364f86d42ecb2b022e4c19432e009c8804491_01_25021_EC_POP_CLASSIFIED_7555_FINAL_1500x1500crop_72dpi__21965.1758287770.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Brighton Rock Mini,#CCEED0,https://thegelbottle.com/shop/gel-colour/brighton-rock-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1619/images/386561/22dca5179866882561dbb79732d638eb5101940f_59532_brighton_rock_mini__78397.1758289508.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Fries Mini,#FEDE68,https://thegelbottle.com/shop/gel-colour/fries-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1609/images/383537/8af2da5ce1dc0c811baa4af69a6d3c618e345e36_59548_fries_mini__12313.1758289497.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Cowgirl Mini,#D578A7,https://thegelbottle.com/gel-colour/cowgirl-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2001/images/383158/18c3fe433f62de12074b021436248c493056cfb1_Medium_01_25008_EC_POPS_COWGIRL_8987_FINAL_1500x1500crop_72dpi__00842.1758289503.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Shimmery,Meant to Be MINI,#CCE1D4,https://thegelbottle.com/shop/gel-colour/minis/meant-to-be-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1662/images/387237/a0baaffd737fd1a41f9686c1b95d61253da6aa87_59748_meant_to_be_mini__89487.1758289517.220.290.jpg?c=1
The GelBottle Inc.,GelColor,Autumn Edit,"Magnetic, Cat-eye",Fortune Magnetic Mini,#924820,https://thegelbottle.com/autumn-edit/fortune-magnetic-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2223/images/387900/95c78568618679c7cd4e8190becd795ca6eea968_01_25021_EC_POP_FORTUNE_7551_FINAL_1500x1500crop_72dpi__78506.1758287772.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Glow Top Mini,#B5B5B9,https://thegelbottle.com/shop/gel-colour/minis/glow-top-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1606/images/384100/3cc4f6f395beca0f807dccd183da72e622170818_59722_glow_top_mini__04837.1758289494.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Sheer,GelPot 2.,#EECBC9,https://thegelbottle.com/gel-colour/gelpot-2/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2211/images/387282/7120ecd6250daf376f64302105a7dd94cde32ec8_41138_nude_gelpot_2__06660.1758289427.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,"Shimmery, Glitter",Key Lime Pie Mini,#BDE6A7,https://thegelbottle.com/shop/gel-colour/key-lime-pie-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1618/images/384579/15ea030492c8fb761ca1a9d1c9b2d5e69c2f1e12_59544_key_lime_pie_mini__11179.1758289501.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Sheer,GelPot 4.,#EFE3E0,https://thegelbottle.com/gel-colour/gelpot-4/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2176/images/383088/342cadea165f4a34380ac9fe926adce062553d98_41140_nude_gelpot_4__17969.1758289426.220.290.jpg?c=1
The GelBottle Inc.,GelColor,Autumn Edit,"Magnetic, Cat-eye",Vault Magnetic Mini,#685862,https://thegelbottle.com/autumn-edit/vault-magnetic-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2228/images/387879/fc3437a4ccb49eefea64bfd44829861fff25eaf5_01_25021_EC_POP_VAULT_7547_FINAL_1500x1500crop_72dpi__70418.1758287769.220.290.jpg?c=1
The GelBottle Inc.,GelColor,Autumn Edit,Standard,Mission Mini,#381732,https://thegelbottle.com/autumn-edit/mission-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2227/images/387868/399d3a26b7284db9b51ca18dafa9220f081e1d96_01_25021_EC_POP_MISSION_7525_FINAL_1500x1500crop_72dpi__88282.1758287771.220.290.jpg?c=1
The GelBottle Inc.,GelColor,Autumn Edit,Standard,Rogue Mini,#741E20,https://thegelbottle.com/autumn-edit/rogue-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2226/images/387871/5dbc2f01062ae0a13dbbb1f33b9034157c271c8b_01_25021_EC_POP_ROGUE_7541_FINAL_1500x1500crop_72dpi__53548.1758289498.220.290.jpg?c=1
The GelBottle Inc.,GelColor,Autumn Edit,Standard,Crypto Mini,#1D4133,https://thegelbottle.com/autumn-edit/crypto-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2229/images/387902/45ebcee4e02e984a8a0742cbe50d682d7237a6a3_01_25021_EC_POP_CRYPTO_7524_FINAL_1500x1500crop_72dpi__87375.1758287771.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Sheer,GelPot 5.,#EDE1D7,https://thegelbottle.com/gel-colour/gelpot-5/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2190/images/384422/c876a26fc948a1ca82c12cd27d1481e5a557e56d_41141_nude_gelpot_5__05493.1758289433.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Extreme Shine Top Coat Mini.,#A19EA4,https://thegelbottle.com/gel-colour/extreme-shine-top-coat-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2195/images/385104/6abb2866b7480f08f11e8533d43d26b0f9b10f50_56227_extreme_shine_top_mini__35408.1758289497.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Banana Split Mini,#EDE9B7,https://thegelbottle.com/shop/gel-colour/banana-split-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1614/images/387001/bf0e5b7a0ea9732de41dc75577ad27cb6334dbf8_59535_banana_split_mini__70696.1758289506.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,2-In-1 Base Coat Mini.,#A19EA4,https://thegelbottle.com/gel-colour/2-in-1-base-coat-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2214/images/387390/16d0c5888890645f593b715500d2536323b30c92_56220_2_in_1_base_coat_mini__53907.1758289497.220.290.jpg?c=1
The GelBottle Inc.,GelColor,Colours,Shimmery,Winter Glitz,#426C88,https://thegelbottle.com/colours/winter-glitz/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/453/images/386140/6403980ff4e369bd0e55a8487db33a0486781349_265_winter_glitz__55381.1758289448.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Rubber Base Mini.,#A19EA4,https://thegelbottle.com/gel-colour/rubber-base-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2186/images/384370/b05b4a0666e77ae09c46ace722dc1289e9a16a19_56241_rubber_base_coat_mini__46055.1758289497.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Powder Mini,#F3CEDC,https://thegelbottle.com/gel-colour/powder-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1975/images/386552/cfdf7032071cd5e6f9da77bc0ac5c3a8cec293f1_25003_EC_POP_POWDER_2343_1500x1500crop__41367.1758289500.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,Standard,Eggshell Mini,#F2E5C1,https://thegelbottle.com/gel-colour/eggshell-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1972/images/385659/9e60a78f74dc277a6379a41086622d519165042c_25003_EC_POP_EGGSHELL_2339_1500x1500crop__56808.1758289507.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,"Magnetic, Cat-eye",Glow Up Magnetic,#B2A0B0,https://thegelbottle.com/gel-colour/glow-up-magnetic/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2036/images/385309/585341666e807225b0167ce020561ede5bc0c3b7_01_25016_EC_POP_GLOW_UP_FINAL_1500x1500crop_72dpi__05152.1758289486.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,"Magnetic, Cat-eye",Limitless Magnetic,#DFBCC6,https://thegelbottle.com/gel-colour/limitless-magnetic/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2037/images/385620/4717bcb451d970a9fc0b5e4b01e7de32655b472e_01_25016_EC_POP_LIMITLESS_FINAL_1500x1500crop_72dpi__89707.1758289488.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,"Magnetic, Cat-eye",Pool Party Magnetic,#C2C4CA,https://thegelbottle.com/gel-colour/pool-party-magnetic/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2038/images/386842/9460892ba27793bf509906eca425610c4ba7c1be_01_25016_EC_POP_POOL_PARTY_FINAL_1500x1500crop_72dpi__37447.1758289486.220.290.jpg?c=1
The GelBottle Inc.,GelColor,,"Magnetic, Cat-eye",Luxe Magnetic,#DCBEB6,https://thegelbottle.com/gel-colour/luxe-Magnetic/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2045/images/387303/f03695d107d97252f49638d60dba606807a8a587_01_25016_EC_POP_LUXE_FINAL_1500x1500crop_72dpi__28600.1758289488.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,19,#E6BDAE,https://thegelbottle.com/colours/19-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/165/images/385356/6e06180f70284ec881062479f4c5919eb319e081_13556_19_cover_builder_nude__44016.1758289499.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Dolly,#F1D7CF,https://thegelbottle.com/colours/dolly-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/150/images/383513/b720fc83b9213da204448ff5f59c46fdf592ef65_54983_dolly_biab__95347.1758289506.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Teddy,#E6B1AC,https://thegelbottle.com/colours/teddy-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/152/images/384701/e6ce3f148ec5f77873e4601c2421d933598c56ca_54984_teddy_biab__83006.1758289506.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,18,#CF9C93,https://thegelbottle.com/colours/18-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/163/images/386099/d68dd26f91a3c476e159ce7f06f1987408da1e82_13007_18_cover_builder_nude__65492.1758289499.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Fancy,#F3D6D7,https://thegelbottle.com/biab/fancy-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2063/images/385474/e92658ffcba3bdefc5dbf0e65e78c40d785d32a9_01_25004_EC_POP_2334_FANCY_FINAL_1500x1500CROP__35928.1758289428.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,NU05 All-In-One,#EFCDCC,https://thegelbottle.com/biabtm-20ml/nu05-all-in-one-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/185/images/386262/ada31889fce033250048b235091484baf2b15f2d_58710_nu05_all_in_one_biab__20556.1758289500.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Milky,Bunny,#F6E6E3,https://thegelbottle.com/shop-all/bunny-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1489/images/383265/3163b7ed0d9a0f3cd978b9172f594e2db3f702fc_59414_bunny_biab__98775.1758289500.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Lady,#EEDDDC,https://thegelbottle.com/colours/lady-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/173/images/384920/a91952f2fc6bb8dac8b49b4a58ebc21345cb699e_55133_lady_biab__64393.1758289498.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Milky, Sheer",Dreamer,#E9D1CE,https://thegelbottle.com/colours/dreamer-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/210/images/382932/0669658e4a6b5252fb529f613067a63d277a3f49_55693_dreamer_biab__54261.1758289506.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,20,#D9ADA3,https://thegelbottle.com/colours/20-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/167/images/387695/d569e574742a992e145c41af3f5ce52bb0db389e_13074_20_cover_builder_nude__65521.1758289499.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Clear All-In-One,#A4A1A7,https://thegelbottle.com/colours/clear-all-in-one-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/220/images/386183/932830d7880ee754b6e1e84d53610de01be52673_55836_clear_all_in_one_biab__52684.1758289500.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,16,#F4B3AE,https://thegelbottle.com/colours/16-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/158/images/385504/9dc2ec26a8316022d18b0be2d4f428364ec28149_25757_16_cover_builder_nude__50669.1758289498.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Shimmery, Glitter",Aurora,#F9D5D0,https://thegelbottle.com/colours/aurora-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/169/images/386458/8c625f1a884c3ea2a1edd8ccb2d27273eecccff5_55130_aurora_biab__97594.1758289506.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Fleur HEMA-Free,#E9C0B7,https://thegelbottle.com/shop-all/fleur-hema-free-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1445/images/387391/761356dae9ccce9f846ae79b006bc54a60e64080_59230_fleur_hema_free_biab__54649.1758289493.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Fire,#7A2122,https://thegelbottle.com/more/fire-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1842/images/386484/b50bcc52edb5872efc5813a81980c58bd07c912a_TGB_NewBIAB24_NailPop_4345_Fire_PDP_1500x1500crop__1___30461.1758289502.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Merci HEMA-Free,#F9C4C1,https://thegelbottle.com/shop-all/merci-hema-free-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1446/images/387251/b47f4d429a47aa6f52094e2927dac25e6f0a9fd8_59231_merci_hema_free_biab__11642.1758289493.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Milky, Sheer",Snow,#E2E0DA,https://thegelbottle.com/more/snow-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1834/images/384220/1ef5a0f1cac5769dbe87e2bc0cbc51891bb2e19d_TGB_NewBIAB24_NailPop_4345_Snow_PDP_1500x1500crop__33540.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Milky, Sheer",Milky,#EDEDED,https://thegelbottle.com/colours/milky-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/200/images/385577/b2f5e86707ff0c5b677d3e100bb71edc5e515939_58853_milky_biab__19027.1758289503.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Shimmery, Sheer",Luna,#E3C7C3,https://thegelbottle.com/colours/luna-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/174/images/384885/d05880d766187a91ffc4e81fcaeac03fccbc5ad0_55132_luna_biab__11402.1758289506.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Clear,#A29FA5,https://thegelbottle.com/colours/clear-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/143/images/384554/075823185c5ea9ff532ec64c2afe30fa0cf9142f_54985_clear_biab__08374.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Hunny,#AF857E,https://thegelbottle.com/shop-all/hunny-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1495/images/385556/ceb5d22003040705ffad58a50aa6d5bb2a93b9a7_59435_hunny_biab__90081.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Charm,#C8ACA7,https://thegelbottle.com/shop-all/charm-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1486/images/385035/158ec26f9288ff531f21c1083e2a9263f9b47bf3_59433_charm_biab__45716.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Baby,#E9B4C6,https://thegelbottle.com/colours/baby-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/155/images/387848/57ab82ca0cbe25abb768bb21be10d4a4fed15e6f_54982_baby_biab__03098.1758289498.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Love,#C32F30,https://thegelbottle.com/shop-all/love-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1488/images/385253/184f304b1dcbd320d0b508feb51b1d34696360e8_59412_love_biab__78417.1758289500.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Shimmery, Glitter",Juliet,#F3C4B7,https://thegelbottle.com/colours/juliet-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/172/images/386197/481ca41cc194483b7eb50fcba9691d9aeeafaf88_55131_juliet_biab__40134.1758289506.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Grace,#EACCC8,https://thegelbottle.com/biab/grace-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/2061/images/386959/907e349790f74a25b5c32210597632d958df5e50_25002_EC_POP_GRACE_2326_1500x1500crop__60782.1758289425.220.290.png?c=1
The GelBottle Inc.,BIAB,,Sheer,Demure,#E7CBCF,https://thegelbottle.com/more/demure-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1841/images/386127/b0f1e0f07b33d1c1830aa7a2c348745ccec1a022_TGB_NewBIAB24_NailPop_4345_Demure_PDP_1500x1500crop__00934.1758289504.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Shimmery, Glitter",My Boo,#EEDCDB,https://thegelbottle.com/shop-all/my-boo-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1491/images/385527/d48bceb4c643f2125ab07ed309fc77fdb7d8ef77_59419_my_boo_biab__21941.1758289502.220.290.jpg?c=1
The GelBottle Inc.,BIAB,Outlet 70 Off,Standard,Pudding,#6D4E44,https://thegelbottle.com/outlet-70-off/pudding-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/188/images/384888/1266e343c2c9b5b77aeb60b6ae59ff81d312b8b1_58844_pudding_biab__39153.1758289500.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,NU04 All-In-One,#E0A7A3,https://thegelbottle.com/biabtm-20ml/nu04-all-in-one-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/183/images/385070/9e2a58286455c27dec7cbdf5a87f5c634041c415_58709_nu04_all_in_one_biab__15565.1758289500.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,NU08 All-In-One,#FEC4CF,https://thegelbottle.com/biabtm-20ml/nu08-all-in-one-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1654/images/386338/0625b6a6b266ed3dfcbb9814e8e8c1aa3b7be500_59767_nu08_all_in_one_biab_main__50506.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Midnight,#25324E,https://thegelbottle.com/more/midnight-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1838/images/385174/aeea217c78215294dcd9d48c92781e41392c25bb_TGB_NewBIAB24_NailPop_4345_Midnight_PDP_1500x1500crop__1___36487.1758289501.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Dolly BIAB Mini,#F1D7CF,https://thegelbottle.com/colours/dolly-biab-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/789/images/387843/8a6adaaf315ed8f287a6cca5496fb0bf1a1cf537_56248_dolly_mini__05142.1758289518.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Cupcake,#E9DAD0,https://thegelbottle.com/colours/cupcake-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/195/images/384111/08903bb8866766657fdf29d8f3e7ded22497c553_58852_cupcake_biab__70939.1758289502.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Glitter,Queen,#BBACAD,https://thegelbottle.com/shop-all/queen-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1496/images/386045/136a41f13c65cebd31b9d9874609311658aaecf3_59425_queen_biab__14506.1758289503.220.290.jpg?c=1
The GelBottle Inc.,BIAB,Outlet 70 Off,Standard,Chai,#D08B7D,https://thegelbottle.com/outlet-70-off/chai-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/190/images/385693/f7855db80b77baa401736eaccc2d9a1dcf4fec08_58847_chai_biab__89946.1758289501.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Baked,#D1A28F,https://thegelbottle.com/colours/baked-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/191/images/386722/534fd1a3ad502555747b7251dd828979218b3ebe_58848_baked_biab__38875.1758289501.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Cutie,#F8BEDA,https://thegelbottle.com/shop-all/cutie-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1494/images/385950/623402ec63cd5a9535ce05bef7895eefbf7ee120_59430_cutie_biab__16445.1758289504.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Glitter,Sugar,#FAC6CD,https://thegelbottle.com/shop-all/sugar-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1492/images/386356/de0dae06d5b98999178f9892a0571ec6a316c3f8_59422_sugar_biab__61304.1758289502.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,NU07 All-In-One,#F1E0E2,https://thegelbottle.com/biabtm-20ml/nu07-all-in-one-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1653/images/385896/f47f94961c59ac1c27faeecb4ae94fe03f6764d9_59766_nu07_all_in_one_biab_main__22005.1758289504.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Mindful,#ECC4CF,https://thegelbottle.com/more/mindful-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1835/images/384259/1b85d605593b9ec2e5b397afe6f5099e7583180a_TGB_NewBIAB24_NailPop_4345_Mindful_PDP_1500x1500crop__53023.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Spirited,#E7BBB2,https://thegelbottle.com/colours/spirited-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/204/images/383183/e5719b5b1ce40522c743857a5bc5068a822fad6b_55637_spirited_biab__06844.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Powerful,#B66F81,https://thegelbottle.com/colours/powerful-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/212/images/384389/1e67895f56878383d1c8ed79b01883f27055fec0_55651_powerful_biab__85193.1758289499.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Kind,#E29EA5,https://thegelbottle.com/colours/kind-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/241/images/385506/bf02b8abd4268d9d231454aebd571020682b08cb_55644_kind_biab__43926.1758289499.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Ballet HEMA-Free,#F7E0DD,https://thegelbottle.com/shop-all/ballet-hema-free-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1447/images/386688/3cabd482d55e5891a5cba6bf9af7985a83c5ccf8_59233_ballet_hema_free_biab__70152.1758289493.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Peachy,#F7B49B,https://thegelbottle.com/more/peachy-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1843/images/386988/0b0cc68994013ddf98f6cda3f89309ed492ce22b_TGB_NewBIAB24_NailPop_4345_Peachy_PDP_1500x1500crop__64868.1758289504.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Milky,White,#A29FA5,https://thegelbottle.com/colours/white-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/148/images/386404/4c63419735170755b52c5175f941c9e058c359bb_41939_white_builder_in_a_bottle__11660.1758289505.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Teddy BIAB Mini,#E6B1AC,https://thegelbottle.com/colours/teddy-biab-mini/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/790/images/385305/3d7d9b1acec4a177ad2f26e50ed33d870b7483fa_56255_teddy_mini__76047.1758289504.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Bebe HEMA-Free,#F9C8CF,https://thegelbottle.com/shop/bebe-hema-free-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1539/images/387372/f5c848ec8028a8336d132ff4efebfe06e66a3778_59638_bebe_hema_free_biab__76443.1758289495.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,"Sheer, Shimmery",Bubble,#F7D4DB,https://thegelbottle.com/more/bubble-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1839/images/385606/c588b4d65db636a125c682621178f485dc771632_TGB_NewBIAB24_NailPop_4345_Bubble_PDP_1500x1500crop__13773.1758289503.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Jolie HEMA-Free,#EAC2BB,https://thegelbottle.com/shop-all/jolie-hema-free-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1443/images/384295/d5cbb33b7a2094676ee3d2a8fd473fdfae6dfce3_59227_jolie_hema_free_biab__77776.1758289492.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,Evergreen,#314A3B,https://thegelbottle.com/more/evergreen-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1836/images/384611/16ffb2090a13f2d6c7b6cbe0cd641a47970f32a2_TGB_NewBIAB24_NailPop_4345_Evergreen_PDP_1500x1500crop__1___73277.1758289501.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Shimmery,Jello,#C7B9CC,https://thegelbottle.com/more/jello-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1951/images/386178/02dd8a4094f9b4cb87eb9d75c4b5b1313212d136_01_25004_EC_POP_2335_JELLO_FINAL_1500x1500CROP__39697.1758289441.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Standard,NU01 All-In-One,#E9BEA9,https://thegelbottle.com/biabtm-20ml/nu01-all-in-one-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/176/images/386453/fc0466fe55a18bd02478ff8190204682fabcd0ec_58703_nu01_all_in_one_biab__90127.1758289498.220.290.jpg?c=1
The GelBottle Inc.,BIAB,,Sheer,Zen,#C9B6B2,https://thegelbottle.com/shop-all/zen-biab/,https://cdn11.bigcommerce.com/s-3k1bxwjbw6/products/1906/images/383943/f7bed4e928d987531c8ba2f930b9e05d715f4f4e_25002_EC_POP_ZEN_2321_1500x1500crop__47649.1758289428.220.290.png?c=1
